Individual,Population,Locus1,,Locus2,,Locus3,,Locus4,,Locus5,,Locus6,,Locus7,,Locus8,,Locus9,,Locus10,,Locus11,,Locus12,,Locus13,,Locus14,,Locus15,,Locus16,,Locus17,,Locus18,,Locus19,,Locus20,,Locus21,
15,58,33,34,36,36,41,42,44,44,51,54,45,35,50,50,80,80,52,52,78,79,83,83,149,165,280,292,195,215,266,294,219,223,227,247,162,222,89,121,188,228,1,888
16,58,33,34,36,36,41,42,44,44,54,53,45,35,50,60,70,80,52,52,78,79,83,83,129,169,232,236,199,199,266,274,179,219,207,215,138,166,85,117,116,212,4,888
17,58,33,34,36,36,41,42,43,44,53,53,45,35,50,50,70,80,52,52,79,79,83,83,145,173,248,284,211,231,266,270,231,243,219,247,162,162,89,89,192,216,4,888
18,58,33,34,36,36,42,42,43,44,54,53,25,35,50,60,70,80,52,52,78,79,83,83,157,177,256,288,195,203,262,266,183,203,235,243,162,226,89,101,196,204,4,888
19,58,33,34,36,36,42,42,44,44,54,53,45,35,50,50,70,80,52,52,79,79,83,83,173,181,256,268,191,259,266,278,203,203,211,235,162,186,89,89,196,208,4,888
20,58,34,34,36,36,41,42,44,44,54,54,25,35,50,60,80,80,52,52,79,79,83,83,141,157,248,276,171,199,274,274,211,243,211,211,162,162,89,89,168,96,1,888
21,58,33,34,36,37,41,42,44,44,54,53,35,35,50,60,70,70,52,52,79,79,83,83,181,137,264,272,227,291,266,278,211,215,215,219,162,218,85,109,100,192,4,888
22,58,34,34,36,36,41,42,44,44,51,53,25,35,50,50,70,70,52,52,78,79,83,83,133,169,244,272,175,199,286,290,179,219,223,251,154,170,89,109,104,160,1,888
23,58,33,34,36,36,41,42,44,44,53,53,45,45,50,50,?,?,52,52,78,79,83,83,137,145,268,276,183,199,266,286,215,223,207,219,162,178,85,89,112,192,4,888
24,58,33,34,36,36,41,41,44,44,52,53,45,45,50,50,?,?,?,?,79,79,83,83,153,161,272,324,191,195,266,294,211,215,211,223,162,170,89,89,208,96,1,888
25,58,33,34,36,36,41,42,44,44,54,53,45,45,50,60,70,80,52,52,79,79,83,83,145,149,268,292,179,195,266,266,179,223,195,207,162,174,89,109,156,196,1,888
26,58,33,34,36,38,41,42,44,44,54,53,45,25,50,60,80,80,52,52,78,79,83,83,169,177,256,324,187,199,270,282,211,215,195,247,162,222,85,89,112,212,4,888
27,58,34,34,36,36,42,42,44,44,53,53,45,35,50,60,70,80,52,52,79,79,83,83,125,153,256,268,187,235,278,278,211,279,211,215,178,246,89,93,132,204,1,888
28,58,34,34,36,36,41,42,44,44,54,53,25,25,50,50,80,80,52,52,78,79,83,83,145,185,236,272,175,191,270,274,195,207,223,247,166,262,93,121,188,208,4,888
29,58,33,33,36,36,41,42,44,44,54,53,45,45,50,50,70,80,52,52,78,78,83,83,141,149,260,268,199,259,270,270,211,215,219,227,134,162,89,121,172,184,4,888
30,58,33,34,36,36,42,42,43,44,54,54,?,?,50,50,80,80,52,52,78,79,83,83,169,189,260,264,195,211,270,274,215,215,207,219,170,218,89,93,164,204,4,888
31,58,33,34,36,36,42,42,44,44,52,54,25,35,50,50,70,80,52,52,78,79,83,83,133,145,268,276,207,211,278,278,219,231,199,219,162,222,89,89,164,204,9,888
32,58,33,34,36,36,41,42,43,44,54,54,45,35,50,50,70,80,52,52,78,79,83,83,145,149,248,260,183,183,270,274,211,235,215,247,162,162,89,109,212,220,4,888
33,58,33,33,36,37,41,42,44,44,54,53,45,35,50,50,70,80,52,52,78,79,83,83,141,181,244,256,187,203,270,270,219,235,223,231,162,162,93,117,148,188,1,888
34,58,34,34,36,37,42,42,44,44,54,53,45,45,50,50,70,80,52,52,78,79,83,83,149,149,240,308,195,247,266,278,203,215,215,239,134,162,113,121,192,236,4,888
35,58,33,34,36,37,41,42,43,44,51,54,25,35,50,60,80,80,52,52,79,79,83,83,149,153,248,264,187,203,266,282,187,203,203,235,138,162,85,105,104,220,1,888
36,58,33,34,36,36,41,42,44,44,54,54,45,45,50,60,70,70,52,52,78,79,83,83,113,145,248,300,207,215,262,278,211,223,195,243,162,178,85,89,192,204,4,888
37,58,34,34,36,36,41,42,44,44,53,53,25,35,50,50,70,80,52,52,78,79,83,83,181,185,268,284,235,299,282,286,203,223,231,267,162,162,85,89,172,208,4,888
38,58,33,34,36,38,41,42,43,44,54,54,45,35,60,60,70,80,52,52,78,79,83,83,145,149,260,268,207,227,262,286,203,223,211,219,134,134,89,89,100,168,4,888
39,58,33,34,36,36,41,42,44,44,54,54,45,25,50,50,70,80,52,52,79,79,83,83,113,117,248,264,215,231,262,266,211,211,227,247,134,162,89,89,204,212,4,888
40,58,33,33,36,36,41,42,43,44,53,53,45,35,50,50,80,80,52,52,78,79,83,83,181,185,236,272,219,279,262,270,203,203,207,227,162,178,89,121,100,152,4,888
41,58,33,34,36,36,42,42,43,44,54,54,25,35,50,60,70,70,52,52,78,79,83,83,137,137,256,312,191,195,270,298,199,219,231,235,138,162,89,125,204,204,1,888
42,58,33,33,36,36,41,42,44,44,52,54,25,35,50,60,80,80,52,52,78,79,83,83,165,185,272,288,187,283,262,282,195,199,223,223,162,210,85,89,136,144,4,888
43,58,34,34,36,36,42,42,43,44,54,53,45,35,50,50,70,80,52,52,78,79,83,83,145,173,236,288,179,195,266,282,183,215,211,231,162,162,89,121,116,196,4,888
44,58,33,34,36,36,41,41,44,44,53,53,35,35,50,60,70,80,52,52,79,79,83,83,137,145,252,264,179,195,270,286,195,195,195,231,154,174,85,101,88,212,4,888
45,58,33,33,36,36,42,42,43,44,54,53,45,35,50,50,80,80,52,52,78,78,83,83,173,185,268,280,191,199,270,274,207,207,203,247,154,242,89,121,176,232,4,888
46,58,33,34,36,37,41,42,44,44,54,54,35,35,50,50,70,70,52,52,79,79,83,83,157,189,264,272,219,239,262,278,199,239,219,219,162,202,117,117,196,204,4,888
47,58,33,33,36,36,42,42,44,44,52,53,25,35,50,50,70,70,52,52,78,79,83,83,141,169,248,300,251,259,266,270,207,219,195,263,170,218,89,97,116,208,4,888
48,58,33,34,36,36,42,42,43,44,54,54,45,25,50,50,80,80,52,52,79,79,83,83,145,145,240,264,203,223,262,270,203,219,195,219,138,234,93,105,108,192,4,888
49,58,34,34,36,36,41,42,44,44,52,54,45,25,50,50,70,80,52,52,78,78,83,83,145,177,264,276,279,311,270,274,203,223,235,235,162,206,109,121,156,192,4,888
50,58,33,34,36,37,41,42,43,44,54,54,45,45,50,50,80,80,52,52,78,78,83,83,153,173,244,264,191,199,274,286,223,223,231,259,162,162,85,89,216,228,4,888
51,58,34,34,36,37,42,42,44,44,52,54,45,25,50,50,70,80,52,52,78,79,83,83,157,165,252,308,199,203,266,266,215,215,223,231,162,178,89,93,120,208,4,888
52,58,33,34,36,36,41,42,44,44,51,52,45,45,50,60,70,70,52,52,78,79,83,83,149,185,248,264,195,203,266,302,211,215,199,207,162,182,89,89,116,200,4,888
53,58,33,34,36,36,41,41,43,44,54,53,45,35,50,50,80,80,52,52,78,79,83,83,141,153,252,284,195,223,266,278,215,215,215,219,158,170,89,109,136,176,4,888
54,58,33,33,36,36,41,42,44,44,54,54,45,25,50,60,80,80,52,52,78,79,83,83,149,189,240,264,191,279,262,270,207,219,223,235,162,182,85,101,132,196,1,888
55,58,33,34,36,36,41,42,43,44,54,53,25,35,50,50,70,70,52,52,79,79,83,83,145,153,272,300,211,279,270,274,207,219,215,219,162,230,89,101,104,120,4,888
56,58,33,34,36,36,42,42,43,44,53,53,45,35,50,60,70,70,52,52,78,79,83,83,145,185,244,248,187,227,270,270,203,207,195,215,134,162,93,105,196,204,4,888
57,58,33,33,36,36,42,42,44,44,54,53,25,25,50,60,70,80,52,52,78,79,83,83,165,177,284,284,179,191,270,274,203,219,211,223,154,162,89,109,188,196,1,888
58,58,33,34,36,37,42,42,44,44,54,53,25,25,50,60,80,80,52,52,79,79,83,83,181,185,248,268,259,295,266,278,211,211,215,227,134,170,85,85,188,196,4,888
59,58,33,33,36,36,42,42,44,44,54,53,45,35,50,50,80,80,52,52,78,78,83,83,145,165,252,268,199,203,266,266,231,235,243,243,162,162,93,97,192,208,4,888
60,58,34,34,36,36,42,42,43,44,54,54,45,25,50,60,80,80,52,52,78,78,83,83,133,169,248,256,195,207,270,274,203,207,211,215,162,178,113,113,192,208,4,888
61,58,33,34,36,36,41,41,43,44,54,54,45,35,50,50,70,80,52,52,79,79,83,83,141,193,292,292,195,251,266,274,203,211,211,243,134,154,89,109,132,192,1,888
62,58,34,34,36,36,42,42,44,44,54,54,45,25,50,60,70,80,52,52,78,79,83,83,141,173,248,272,195,211,270,278,207,207,223,223,178,218,89,117,184,188,4,888
63,58,34,34,36,36,41,41,44,44,54,54,45,45,50,50,?,?,52,52,79,79,83,83,141,157,248,288,199,199,282,290,207,223,235,239,138,166,89,109,192,212,1,888
64,58,34,34,36,36,41,42,43,43,54,53,45,45,50,60,80,80,52,52,78,79,83,83,141,169,264,296,195,275,266,270,207,211,215,231,162,174,89,109,148,160,1,888
65,58,33,33,36,37,41,42,44,44,52,53,45,25,50,50,70,80,52,52,78,79,83,83,113,169,248,288,191,215,274,274,211,227,227,227,134,162,89,101,108,196,1,888
66,58,34,34,36,36,41,42,44,44,54,53,35,35,50,50,70,70,52,52,79,79,83,83,149,177,236,272,207,247,270,274,203,211,219,239,162,162,89,101,184,228,1,888
67,58,34,34,36,36,42,42,44,44,54,54,25,35,50,50,70,80,52,52,78,78,83,83,145,153,240,252,219,295,274,282,211,219,227,243,162,162,85,89,164,228,1,888
68,58,33,34,36,37,41,42,44,44,54,54,35,35,50,50,70,70,52,52,79,79,83,83,137,141,256,288,179,279,278,286,203,223,231,263,162,166,85,85,164,200,4,888
69,58,34,34,36,36,42,42,43,44,54,53,45,35,50,60,80,80,52,52,78,79,83,83,125,169,264,272,223,291,266,270,223,243,215,255,162,162,93,105,136,204,4,888
70,58,34,34,36,37,42,42,43,44,54,54,45,35,50,50,80,80,52,52,78,79,83,83,141,141,252,284,219,235,270,314,187,203,215,235,138,162,89,129,148,160,4,888
71,58,33,34,36,36,41,42,43,44,52,53,35,35,50,60,70,70,52,52,78,79,83,83,145,169,248,264,195,211,266,270,215,247,235,263,162,170,89,89,196,204,1,888
72,58,34,34,36,36,42,42,43,44,54,54,?,?,50,50,80,80,?,?,79,79,83,83,185,185,252,252,223,227,262,266,207,219,227,231,170,178,85,89,188,204,4,888
73,58,33,34,36,36,41,41,43,44,52,53,45,35,50,60,80,80,52,52,78,79,?,?,149,189,248,288,195,259,270,274,203,211,207,251,134,162,89,93,108,172,1,888
74,58,33,34,36,38,41,42,44,44,54,54,35,35,50,50,80,80,52,52,79,79,83,83,137,153,248,272,191,311,278,302,215,215,223,227,162,162,89,105,88,116,1,888
75,58,?,?,36,36,42,42,44,44,53,53,45,45,50,50,80,80,52,52,78,78,83,83,149,169,268,276,191,195,262,314,211,223,223,255,134,134,85,89,104,112,1,888
76,58,34,34,36,36,42,42,44,44,?,?,35,35,50,60,80,80,52,52,78,78,83,83,133,149,248,252,175,195,266,294,207,267,219,251,154,198,89,109,120,192,4,888
77,58,34,34,36,36,41,42,44,44,54,54,35,35,50,50,80,80,52,52,79,79,83,83,137,181,248,252,199,199,266,278,195,227,203,243,134,162,85,121,104,228,4,888
78,58,33,34,36,36,41,42,44,44,54,54,45,35,50,50,70,80,52,52,78,79,83,83,145,169,268,272,187,291,282,290,235,243,227,235,138,262,85,89,124,192,1,888
79,58,33,34,36,36,41,42,44,44,54,53,35,35,50,60,?,?,52,52,79,79,83,83,113,141,236,264,187,195,270,278,203,211,219,247,162,162,85,89,132,200,4,888
80,58,33,34,36,36,42,42,44,44,54,54,25,25,50,50,70,80,52,52,79,79,83,83,145,145,236,264,179,187,270,286,199,271,219,223,162,162,93,113,116,232,4,888
81,58,34,34,36,36,41,42,44,44,54,54,45,45,50,60,70,70,52,52,79,79,83,83,181,189,248,268,191,203,274,282,207,247,211,219,162,162,89,109,176,208,1,888
82,58,33,34,36,36,41,41,43,44,54,53,35,35,50,50,70,80,52,52,78,79,83,83,129,173,240,304,171,187,266,274,219,223,195,219,134,162,97,113,188,212,1,888
83,58,33,33,36,36,41,42,43,44,54,54,35,35,50,50,70,70,52,52,78,78,83,83,153,169,248,292,195,207,266,270,215,227,215,247,162,166,89,89,164,236,4,888
84,58,33,33,36,36,42,42,43,44,54,54,45,25,50,50,70,80,52,52,78,79,83,83,153,181,268,272,183,223,270,274,211,219,235,267,162,162,85,89,116,180,4,888
85,58,33,34,36,38,41,41,43,44,51,54,35,35,50,60,80,80,52,52,78,79,83,83,141,141,256,272,183,199,266,282,191,215,215,267,134,170,85,89,212,212,4,888
86,58,34,34,36,36,42,42,44,44,54,54,25,35,50,60,70,80,52,52,78,79,83,83,141,201,252,260,219,311,266,266,199,207,235,239,162,162,89,89,208,232,1,888
87,58,33,33,36,36,41,42,44,44,54,54,45,45,50,50,70,80,52,52,78,79,83,83,145,185,248,272,179,259,278,278,195,219,219,219,134,162,89,93,116,196,1,888
88,58,34,34,36,36,42,42,44,44,54,53,45,45,50,60,70,80,52,52,78,79,83,83,141,149,220,260,195,199,270,274,207,223,223,227,138,238,85,109,196,204,4,888
89,58,33,33,36,36,42,42,43,44,54,54,45,25,50,60,70,80,52,52,79,79,83,83,149,153,236,280,303,311,266,270,187,215,223,231,138,162,89,109,152,192,4,888
90,58,33,34,36,36,42,42,44,44,53,53,25,35,50,60,70,80,52,52,79,79,83,83,153,165,268,268,167,303,266,270,211,219,227,231,134,166,89,129,104,192,4,888
91,58,34,34,36,36,42,42,43,44,54,54,25,35,60,60,80,80,52,52,79,79,83,83,113,133,252,280,259,291,274,274,203,211,231,239,162,218,85,89,112,160,9,888
92,58,34,34,36,36,41,42,44,44,54,53,45,35,60,60,70,80,52,52,78,79,83,83,161,189,256,268,295,295,266,270,207,219,231,235,138,214,101,121,100,168,4,888
93,58,33,34,36,38,42,42,44,44,54,54,45,45,50,60,70,80,52,52,78,79,83,83,141,145,248,260,199,203,266,282,219,235,211,227,162,162,89,89,188,208,4,888
94,58,33,33,36,36,42,42,44,44,52,52,45,45,50,50,70,80,52,52,78,79,83,83,117,149,252,280,199,311,266,266,203,215,223,267,138,202,89,89,116,168,1,888
95,58,33,34,36,37,41,42,44,44,54,53,25,35,50,50,70,70,52,52,79,79,83,83,133,149,248,256,199,227,274,282,203,211,227,239,138,162,89,93,104,232,4,888
96,58,34,34,36,37,41,42,43,44,53,53,45,25,50,50,70,70,52,52,78,79,83,83,165,173,268,272,187,191,262,270,219,223,215,215,158,162,121,125,100,172,1,888
1,59,34,34,36,36,41,42,44,44,54,54,45,45,50,60,80,80,?,?,78,78,83,83,165,189,256,260,199,199,274,310,199,231,235,235,162,222,85,89,120,184,1,888
2,59,34,34,36,36,41,41,44,44,53,53,45,25,50,60,80,80,52,52,79,79,83,83,169,189,260,272,179,259,266,266,215,271,235,239,162,194,85,89,204,204,1,888
3,59,33,34,36,36,42,42,44,44,54,54,45,45,50,60,70,80,51,52,78,79,83,83,113,113,268,300,195,207,270,274,207,223,207,239,134,170,85,93,176,192,4,888
4,59,34,34,36,37,41,42,43,44,54,53,45,45,50,50,70,80,52,52,78,79,83,83,137,185,256,284,299,299,270,286,211,219,223,239,218,222,85,89,112,156,1,888
5,59,33,34,36,36,41,41,43,44,54,53,25,35,50,50,80,80,52,52,79,79,83,83,165,173,240,276,195,199,274,298,211,223,223,223,162,162,85,89,184,200,1,888
6,59,33,33,37,38,41,42,44,44,53,53,45,25,50,50,70,70,52,52,79,79,83,83,141,141,240,256,175,183,266,286,211,243,231,239,162,222,89,113,156,208,4,888
7,59,33,34,36,38,41,41,44,44,54,54,45,25,50,60,70,80,52,52,78,78,83,83,141,153,240,276,175,187,266,278,219,223,223,239,138,162,89,89,112,192,4,888
8,59,34,34,36,36,42,42,44,44,51,54,45,25,50,50,70,70,52,52,78,79,83,83,173,189,256,284,187,287,270,274,179,219,215,219,138,182,85,89,132,228,4,888
9,59,33,33,36,36,41,42,43,44,54,54,25,25,50,50,70,80,51,52,79,79,83,83,145,197,260,276,183,227,278,282,207,231,203,231,186,202,89,89,104,212,1,888
10,59,33,34,36,36,41,41,44,44,54,53,45,35,50,60,70,80,52,52,78,79,83,83,149,185,240,256,191,191,270,270,223,243,231,243,162,218,89,89,160,200,1,888
11,59,33,34,36,37,41,42,43,44,52,53,45,25,50,50,?,?,52,52,78,79,83,83,113,173,244,252,187,199,270,278,199,211,219,231,162,270,93,113,200,204,1,888
12,59,34,34,36,36,41,41,44,44,52,54,45,45,50,60,70,70,52,52,79,79,83,83,141,189,240,244,175,195,274,274,199,219,199,247,162,186,89,93,124,168,4,888
13,59,33,34,36,36,41,42,43,44,51,54,45,25,50,50,70,70,52,52,78,79,83,83,149,165,268,296,199,207,266,270,203,211,195,235,162,162,89,101,184,232,4,888
14,59,33,34,36,38,42,42,43,44,51,52,?,?,50,60,80,80,52,52,78,79,83,83,145,169,236,256,183,199,278,278,219,231,219,227,162,182,89,93,172,212,4,888
15,59,33,34,36,36,41,41,44,44,54,54,45,25,60,60,80,80,52,52,78,79,83,83,113,145,276,300,279,279,270,286,203,203,203,239,162,162,89,89,108,116,4,888
16,59,33,34,36,36,41,42,44,44,54,54,25,35,50,50,80,80,52,52,79,79,83,83,137,173,256,268,199,223,270,318,195,207,219,223,162,162,85,89,168,168,1,888
17,59,33,34,36,36,42,42,44,44,54,54,45,25,50,50,70,70,52,52,79,79,83,83,149,189,252,300,203,211,266,266,207,211,191,223,174,182,89,113,160,164,4,888
18,59,33,34,36,36,42,42,44,44,52,53,45,35,60,60,80,80,52,52,79,79,83,83,113,161,272,276,183,215,266,266,207,211,219,251,162,226,85,89,192,232,1,888
19,59,33,34,36,38,41,42,44,44,53,53,45,25,50,60,70,80,52,52,79,79,83,83,149,153,236,244,259,275,266,298,195,211,195,223,162,174,85,93,144,216,4,888
20,59,33,34,36,36,42,42,43,44,51,54,35,35,50,60,80,80,52,52,79,79,83,83,149,177,240,272,179,187,266,270,211,219,207,243,162,162,93,101,108,184,4,888
21,59,33,34,36,37,42,42,44,44,54,53,25,25,50,60,70,70,52,52,?,?,83,83,113,145,268,296,187,199,278,294,207,243,215,239,138,162,89,113,124,168,4,888
22,59,34,34,36,36,41,41,43,44,54,53,25,25,50,60,70,80,52,52,78,79,82,83,149,165,252,276,191,195,266,318,219,219,215,223,162,174,89,109,160,168,4,888
23,59,34,34,36,38,41,42,44,44,54,53,45,45,50,60,70,80,52,52,78,79,83,83,113,113,268,284,179,203,266,266,203,215,207,239,134,162,85,89,108,108,4,888
24,59,33,33,36,36,42,42,44,44,54,54,45,25,50,50,70,70,52,52,78,78,83,83,137,145,248,256,167,207,274,278,219,243,203,231,134,162,101,117,112,116,4,888
25,59,33,34,36,37,42,42,43,44,54,54,45,25,50,50,80,80,52,52,79,79,83,83,133,165,264,272,211,219,258,274,179,219,207,251,162,182,89,89,148,156,4,888
26,59,34,34,36,36,42,42,44,44,52,53,25,25,60,60,80,80,52,52,78,79,83,83,129,173,248,248,211,259,266,278,199,211,231,235,202,238,89,89,200,216,1,888
27,59,33,33,36,37,42,42,44,44,54,54,25,35,50,50,70,80,52,52,79,79,83,83,113,173,272,296,199,279,266,274,219,223,239,239,134,270,89,89,108,116,4,888
28,59,34,34,36,36,41,42,44,44,54,53,45,35,50,50,80,80,52,52,79,79,83,83,137,189,236,268,175,227,262,266,207,215,215,231,162,162,89,93,112,168,1,888
29,59,34,34,36,36,41,42,44,44,54,53,45,35,50,50,80,80,52,52,78,79,83,83,145,165,240,244,187,199,262,278,199,211,195,231,162,174,97,113,168,216,1,888
30,59,33,34,36,37,41,42,44,44,54,53,45,25,50,60,70,80,52,52,79,79,83,83,133,145,244,256,175,211,266,314,211,211,215,227,134,162,89,121,124,200,1,888
31,59,33,34,36,36,41,42,43,44,54,54,?,?,50,60,80,80,52,52,78,79,83,83,141,173,236,256,191,259,274,274,203,211,235,239,138,270,97,109,100,148,1,888
32,59,33,34,36,36,42,42,43,44,54,53,45,25,50,60,80,80,52,52,78,79,83,83,149,169,240,268,199,275,270,270,195,219,219,235,138,238,93,121,112,184,4,888
33,59,33,34,36,36,41,42,43,44,54,54,45,35,50,50,70,80,52,52,79,79,83,83,137,169,236,240,183,187,266,282,183,207,215,243,162,226,85,89,96,96,4,888
34,59,33,34,36,36,42,42,44,44,54,54,25,25,50,60,70,80,52,52,78,79,83,83,145,153,272,276,191,279,270,318,211,219,195,195,142,162,89,89,120,200,1,888
35,59,33,34,37,37,41,42,44,44,53,53,45,25,50,50,80,80,?,?,78,79,83,83,129,141,256,256,195,211,262,266,207,211,219,223,162,170,85,85,200,236,1,888
36,59,33,34,36,36,41,42,44,44,54,54,45,45,50,60,70,70,52,52,78,79,83,83,141,205,240,268,191,255,262,318,211,211,211,239,162,202,89,89,100,240,1,888
37,59,33,34,36,37,41,42,44,44,54,53,25,35,50,50,70,70,52,52,79,79,83,83,141,173,256,256,199,211,270,282,199,227,215,219,162,162,85,89,148,208,4,888
38,59,34,34,36,37,42,42,44,44,54,53,25,25,50,50,70,80,52,52,78,79,83,83,113,149,244,256,187,259,274,290,203,239,223,235,162,174,93,105,108,192,1,888
39,59,33,34,36,37,41,42,43,44,52,53,25,35,50,50,70,80,52,52,78,79,83,83,145,217,260,268,199,211,266,270,183,243,231,243,162,202,101,121,184,228,4,888
40,59,33,34,36,37,41,42,44,44,54,53,45,25,50,60,70,80,52,52,79,79,83,83,117,145,272,276,187,315,274,286,203,215,235,239,162,170,85,89,188,196,4,888
41,59,33,34,36,36,41,41,43,44,54,53,45,25,50,60,70,80,52,52,79,79,83,83,145,197,268,280,195,203,286,298,199,203,207,219,134,162,85,89,192,92,4,888
42,59,34,34,36,36,41,42,44,44,54,53,35,35,50,50,70,70,52,52,79,79,83,83,149,181,268,300,259,275,274,278,203,219,235,239,162,178,85,89,228,228,4,888
43,59,33,34,36,37,41,42,44,44,54,53,25,25,50,60,70,80,52,52,78,79,83,83,141,149,252,268,179,231,266,278,207,219,207,207,162,162,89,93,180,184,4,888
44,59,33,33,36,36,41,42,44,44,54,54,45,25,50,50,70,80,52,52,79,79,83,83,149,173,236,284,199,207,270,278,207,219,211,219,162,182,89,89,200,204,4,888
45,59,33,33,36,36,41,42,44,44,53,53,25,35,50,50,80,80,52,52,78,79,83,83,141,145,240,304,199,211,266,270,207,219,211,231,162,170,89,89,200,204,4,888
1,60,33,33,36,36,41,42,44,44,54,53,45,25,50,50,80,80,52,52,79,79,83,83,169,173,272,276,183,187,266,270,203,239,195,195,170,174,85,89,180,220,1,888
2,60,34,34,36,36,41,41,44,44,54,53,45,25,60,60,70,80,52,52,78,79,83,83,185,201,260,268,251,275,270,270,231,239,191,227,138,162,85,89,168,196,4,888
3,60,33,34,36,36,41,42,44,44,52,53,45,35,60,60,80,80,52,52,?,?,83,83,153,161,248,264,219,247,266,270,215,219,219,231,162,162,89,133,164,236,4,888
4,60,33,34,36,36,41,42,44,44,54,54,45,25,50,50,70,80,52,52,79,79,83,83,141,185,244,248,203,211,270,310,203,231,191,219,162,170,85,117,100,132,4,888
5,60,33,33,36,36,41,42,43,44,54,54,25,25,50,50,80,80,52,52,78,79,83,83,153,173,272,276,183,251,270,286,179,203,211,231,162,174,89,101,136,220,1,888
6,60,34,34,36,36,42,42,44,44,51,54,45,25,50,60,70,80,52,52,79,79,83,83,157,173,256,272,171,263,270,290,191,219,215,223,162,218,85,89,112,200,4,888
7,60,33,34,36,36,42,42,43,44,54,54,45,45,50,50,70,80,52,52,78,79,83,83,169,169,244,252,195,219,274,302,203,223,211,259,138,162,125,125,120,200,4,888
8,60,34,34,36,36,41,42,43,44,54,54,25,25,50,50,80,80,51,52,79,79,83,83,161,193,244,252,183,187,270,290,179,231,215,239,162,182,105,109,120,172,1,888
9,60,33,33,36,36,41,42,43,44,54,54,45,35,50,50,80,80,52,52,79,79,83,83,137,137,244,252,187,251,270,278,207,239,203,231,134,138,85,89,196,216,4,888
10,60,34,34,36,37,42,42,44,44,54,53,45,35,60,60,80,80,51,52,79,79,83,83,113,157,252,308,219,223,270,274,199,215,207,239,134,238,89,97,160,160,1,888
11,60,?,?,36,36,41,42,44,44,53,53,25,25,50,50,70,80,?,?,78,79,83,83,137,169,268,268,203,235,270,294,211,291,199,215,162,222,89,97,160,164,4,888
12,60,34,34,36,36,42,42,44,44,54,54,45,25,?,?,70,70,52,52,79,79,83,83,141,189,264,312,183,207,274,274,235,243,203,227,162,178,85,89,112,216,1,888
13,60,33,34,36,36,41,42,44,44,54,53,25,35,50,60,70,80,52,52,78,79,83,83,145,149,248,268,215,271,270,274,207,215,231,247,174,246,89,113,108,160,4,888
14,60,33,34,36,36,42,42,44,44,54,54,25,35,50,50,80,80,52,52,79,79,83,83,153,193,244,252,179,211,274,298,215,227,215,219,162,162,89,109,164,212,4,888
15,60,33,34,36,36,41,42,43,44,54,53,25,25,50,60,80,80,52,52,79,79,83,83,145,157,272,300,191,227,262,266,211,219,211,211,174,194,89,105,108,232,1,888
16,60,34,34,36,38,41,42,44,44,54,53,45,25,50,50,80,80,52,52,79,79,83,83,149,185,256,268,195,211,270,282,239,247,227,243,178,230,89,125,?,?,4,888
17,60,34,34,36,36,41,42,44,44,54,53,45,25,50,50,80,80,51,52,?,?,83,83,157,169,236,240,215,215,266,334,211,243,211,219,162,170,113,121,100,164,13,888
18,60,34,34,36,36,41,42,44,44,54,54,45,45,50,50,70,80,52,52,79,79,83,83,141,189,240,264,179,187,270,278,191,199,207,243,162,174,89,97,188,196,4,888
19,60,33,33,36,36,41,41,43,44,54,54,45,45,60,60,80,80,52,52,78,79,83,83,149,149,244,248,175,187,258,270,195,223,223,227,138,174,89,93,108,204,9,888
20,60,33,34,36,36,42,42,44,44,54,53,25,35,50,50,70,80,52,52,78,79,83,83,145,169,252,272,203,303,262,270,215,219,207,215,162,198,89,113,104,224,4,888
